year,cat_ts,cat_txt,iucn_sid,cat_ts_score
1996,VU,Vulnerable,233,0.4
2006,NT,Near Threatened,233,0.2
1996,NT,Lower Risk/near threatened,234,0.2
2004,LC,Least Concern,234,0.0
1996,NT,Lower Risk/near threatened,2474,0.2
2008,LC,Least Concern,2474,0.0
1994,VU,Vulnerable,2475,0.4
1996,EN,Endangered,2475,0.6
2008,EN,Endangered,2475,0.6
1965,CR,"""Very rare and believed to be decreasing in numbers""",2477,0.8
1986,EN,Endangered,2477,0.6
1988,EN,Endangered,2477,0.6
1990,EN,Endangered,2477,0.6
1994,EN,Endangered,2477,0.6
1996,EN,Endangered,2477,0.6
2008,EN,Endangered,2477,0.6
1965,T,"""Less rare but believed to be threatened-requires watching""",2478,0.6
1986,VU,Vulnerable,2478,0.4
1988,VU,Vulnerable,2478,0.4
1990,VU,Vulnerable,2478,0.4
1994,VU,Vulnerable,2478,0.4
1996,EN,Endangered,2478,0.6
2008,EN,Endangered,2478,0.6
2013,EN,Endangered,2478,0.6
1996,VU,Vulnerable,3590,0.4
2008,VU,Vulnerable,3590,0.4
2015,VU,Vulnerable,3590,0.4
1996,VU,Vulnerable,3855,0.4
2000,VU,Vulnerable,3855,0.4
2009,VU,Vulnerable,3855,0.4
1996,VU,Vulnerable,4292,0.4
2000,VU,Vulnerable,4292,0.4
2005,VU,Vulnerable,4292,0.4
1996,LC,Lower Risk/least concern,6336,0.0
2008,LC,Least Concern,6336,0.0
1982,EN,Endangered,8005,0.6
1986,EN,Endangered,8005,0.6
1988,EN,Endangered,8005,0.6
1990,EN,Endangered,8005,0.6
1994,EN,Endangered,8005,0.6
1996,CR,Critically Endangered,8005,0.8
2008,CR,Critically Endangered,8005,0.8
1996,CD,Lower Risk/conservation dependent,8097,0.3
2008,LC,Least Concern,8097,0.0
1994,VU,Vulnerable,8239,0.4
1996,EN,Endangered,8239,0.6
2008,EN,Endangered,8239,0.6
2012,NT,Near Threatened,8239,0.2
2016,NT,Near Threatened,8239,0.2
1996,LC,Lower Risk/least concern,8951,0.0
2008,LC,Least Concern,8951,0.0
2010,LC,Least Concern,8951,0.0
2013,LC,Least Concern,8951,0.0
2015,LC,Least Concern,8951,0.0
2008,LC,Least Concern,9461,0.0
2012,LC,Least Concern,9461,0.0
1996,VU,Vulnerable,10030,0.4
2000,NT,Lower Risk/near threatened,10030,0.2
2005,NT,Near Threatened,10030,0.2
1996,LC,Lower Risk/least concern,11145,0.0
2008,LC,Least Concern,11145,0.0
2012,LC,Least Concern,11145,0.0
1982,EN,Endangered,11534,0.6
1986,EN,Endangered,11534,0.6
1988,EN,Endangered,11534,0.6
1990,EN,Endangered,11534,0.6
1994,EN,Endangered,11534,0.6
1996,EN,Endangered,11534,0.6
2008,VU,Vulnerable,11534,0.4
2000,LC,Lower Risk/least concern,12302,0.0
2004,LC,Least Concern,12302,0.0
2008,LC,Least Concern,12302,0.0
2015,LC,Least Concern,12302,0.0
1965,T,"""Less rare but believed to be threatened-requires watching""",13006,0.6
1986,EN,Endangered,13006,0.6
1988,EN,Endangered,13006,0.6
1990,VU,Vulnerable,13006,0.4
1994,VU,Vulnerable,13006,0.4
1996,VU,Vulnerable,13006,0.4
2008,LC,Least Concern,13006,0.0
1996,LC,Lower Risk/least concern,13581,0.0
2008,LC,Least Concern,13581,0.0
2015,LC,Least Concern,13581,0.0
1996,CD,Lower Risk/conservation dependent,15421,0.3
1996,LC,Lower Risk/least concern,17013,0.0
2008,LC,Least Concern,17013,0.0
2016,LC,Least Concern,17013,0.0
1996,VU,Vulnerable,17027,0.4
2008,LC,Least Concern,17027,0.0
1996,CD,Lower Risk/conservation dependent,17032,0.3
2008,LC,Least Concern,17032,0.0
2012,LC,Least Concern,17032,0.0
1996,LC,Lower Risk/least concern,18878,0.0
2008,LC,Least Concern,18878,0.0
2013,LC,Least Concern,18878,0.0
1996,CD,Lower Risk/conservation dependent,20731,0.3
2008,LC,Least Concern,20731,0.0
2008,LC,Least Concern,23211,0.0
2000,EN,Endangered,29609,0.6
2000,NT,Lower Risk/near threatened,39328,0.2
2005,NT,Near Threatened,39328,0.2
2016,NT,Near Threatened,39328,0.2
2009,VU,Vulnerable,39339,0.4
2000,NT,Lower Risk/near threatened,39378,0.2
2009,NT,Near Threatened,39378,0.2
2000,NT,Lower Risk/near threatened,39381,0.2
2009,NT,Near Threatened,39381,0.2
2000,NT,Lower Risk/near threatened,39388,0.2
2005,VU,Vulnerable,39388,0.4
1965,CR,"""Very rare and believed to be decreasing in numbers""",41666,0.8
1996,LC,Lower Risk/least concern,41666,0.0
2008,LC,Least Concern,41666,0.0
2015,LC,Least Concern,41666,0.0
1996,VU,Vulnerable,41755,0.4
2008,VU,Vulnerable,41755,0.4
2000,NT,Lower Risk/near threatened,44183,0.2
2005,NT,Near Threatened,44183,0.2
2016,LC,Least Concern,44183,0.0
2004,NT,Near Threatened,44993,0.2
2006,LC,Least Concern,60191,0.0
2015,LC,Least Concern,60191,0.0
2006,VU,Vulnerable,60225,0.4
2007,LC,Least Concern,63107,0.0
2008,LC,Least Concern,135301,0.0
2011,LC,Least Concern,135301,0.0
2008,LC,Least Concern,135567,0.0
2012,LC,Least Concern,135567,0.0
2010,LC,Least Concern,153538,0.0
2010,LC,Least Concern,154635,0.0
2010,LC,Least Concern,154820,0.0
2010,LC,Least Concern,154845,0.0
2010,LC,Least Concern,154866,0.0
2010,LC,Least Concern,154977,0.0
2010,LC,Least Concern,154998,0.0
2010,LC,Least Concern,155030,0.0
2010,LC,Least Concern,155068,0.0
2010,LC,Least Concern,155093,0.0
2010,LC,Least Concern,155094,0.0
2010,LC,Least Concern,155179,0.0
2010,LC,Least Concern,155216,0.0
2009,LC,Least Concern,161402,0.0
2016,LC,Least Concern,161402,0.0
2009,LC,Least Concern,161595,0.0
2009,LC,Least Concern,161629,0.0
2016,LC,Least Concern,161629,0.0
2009,LC,Least Concern,161731,0.0
2014,LC,Least Concern,162909,0.0
2014,LC,Least Concern,162950,0.0
2014,LC,Least Concern,162986,0.0
2014,LC,Least Concern,162988,0.0
2014,LC,Least Concern,163094,0.0
2014,LC,Least Concern,163163,0.0
2014,LC,Least Concern,163207,0.0
2014,LC,Least Concern,163211,0.0
2014,LC,Least Concern,163218,0.0
2014,LC,Least Concern,163256,0.0
2014,LC,Least Concern,163267,0.0
2014,LC,Least Concern,163312,0.0
2014,LC,Least Concern,163338,0.0
2014,LC,Least Concern,163353,0.0
2011,LC,Least Concern,170306,0.0
2011,LC,Least Concern,170310,0.0
2011,LC,Least Concern,170352,0.0
2010,LC,Least Concern,173320,0.0
2010,LC,Least Concern,173348,0.0
2010,LC,Least Concern,173366,0.0
2010,LC,Least Concern,173367,0.0
2010,LC,Least Concern,173373,0.0
2014,LC,Least Concern,176066,0.0
2014,LC,Least Concern,176070,0.0
2014,LC,Least Concern,178902,0.0
2013,LC,Least Concern,180436,0.0
2010,LC,Least Concern,183337,0.0
2010,LC,Least Concern,183411,0.0
2010,LC,Least Concern,183724,0.0
2010,LC,Least Concern,183761,0.0
2010,LC,Least Concern,183856,0.0
2010,LC,Least Concern,184099,0.0
2013,LC,Least Concern,184099,0.0
2011,LC,Least Concern,185000,0.0
2015,LC,Least Concern,190067,0.0
2015,LC,Least Concern,190116,0.0
2015,LC,Least Concern,190133,0.0
2015,LC,Least Concern,190163,0.0
2015,LC,Least Concern,190217,0.0
2015,LC,Least Concern,190261,0.0
2015,LC,Least Concern,190315,0.0
2015,LC,Least Concern,190316,0.0
2015,LC,Least Concern,190324,0.0
2015,LC,Least Concern,190346,0.0
2015,LC,Least Concern,190378,0.0
2015,LC,Least Concern,190425,0.0
2015,LC,Least Concern,190432,0.0
2015,LC,Least Concern,190452,0.0
2015,LC,Least Concern,190485,0.0
2013,LC,Least Concern,192929,0.0
2011,LC,Least Concern,194902,0.0
2014,LC,Least Concern,194902,0.0
2015,LC,Least Concern,194997,0.0
2015,LC,Least Concern,195038,0.0
2015,LC,Least Concern,195097,0.0
2015,LC,Least Concern,195852,0.0
2015,LC,Least Concern,198578,0.0
2015,LC,Least Concern,198579,0.0
2015,LC,Least Concern,198614,0.0
2015,LC,Least Concern,198615,0.0
2015,LC,Least Concern,198651,0.0
2015,LC,Least Concern,198716,0.0
2015,LC,Least Concern,198757,0.0
2013,LC,Least Concern,202415,0.0
2013,LC,Least Concern,202625,0.0
2014,LC,Least Concern,202670,0.0
2015,LC,Least Concern,13462250,0.0
2015,LC,Least Concern,13485635,0.0
2015,LC,Least Concern,13485675,0.0
2015,LC,Least Concern,15598524,0.0
2015,LC,Least Concern,15598887,0.0
2015,LC,Least Concern,15622831,0.0
2015,LC,Least Concern,16509297,0.0
2015,LC,Least Concern,16545183,0.0
2015,LC,Least Concern,18123960,0.0
2015,LC,Least Concern,18127741,0.0
2015,LC,Least Concern,18127840,0.0
2015,LC,Least Concern,18155933,0.0
2015,LC,Least Concern,18158583,0.0
2015,LC,Least Concern,18252612,0.0
2015,LC,Least Concern,18252619,0.0
2015,LC,Least Concern,18253303,0.0
2015,LC,Least Concern,18257303,0.0
2013,LC,Least Concern,19014407,0.0
2013,LC,Least Concern,19711843,0.0
2015,LC,Least Concern,21104612,0.0
2015,LC,Least Concern,21110056,0.0
2015,LC,Least Concern,21110276,0.0
1988,LC,Lower Risk/least concern,22679859,0.0
1994,NT,Lower Risk/near threatened,22679859,0.2
2000,LC,Lower Risk/least concern,22679859,0.0
2004,LC,Least Concern,22679859,0.0
2008,LC,Least Concern,22679859,0.0
2009,LC,Least Concern,22679859,0.0
2012,LC,Least Concern,22679859,0.0
1988,LC,Lower Risk/least concern,22679881,0.0
1994,LC,Lower Risk/least concern,22679881,0.0
2000,LC,Lower Risk/least concern,22679881,0.0
2004,LC,Least Concern,22679881,0.0
2008,LC,Least Concern,22679881,0.0
2009,LC,Least Concern,22679881,0.0
2012,LC,Least Concern,22679881,0.0
2015,LC,Least Concern,22679881,0.0
1988,LC,Lower Risk/least concern,22679896,0.0
1994,LC,Lower Risk/least concern,22679896,0.0
2000,LC,Lower Risk/least concern,22679896,0.0
2004,LC,Least Concern,22679896,0.0
2008,LC,Least Concern,22679896,0.0
2009,LC,Least Concern,22679896,0.0
2015,LC,Least Concern,22679896,0.0
2006,LC,Least Concern,22679935,0.0
2008,LC,Least Concern,22679935,0.0
2009,LC,Least Concern,22679935,0.0
2012,LC,Least Concern,22679935,0.0
1988,LC,Lower Risk/least concern,22679946,0.0
1994,LC,Lower Risk/least concern,22679946,0.0
2000,LC,Lower Risk/least concern,22679946,0.0
2004,LC,Least Concern,22679946,0.0
2008,LC,Least Concern,22679946,0.0
2009,LC,Least Concern,22679946,0.0
2015,LC,Least Concern,22679946,0.0
1988,LC,Lower Risk/least concern,22680157,0.0
1994,LC,Lower Risk/least concern,22680157,0.0
2000,LC,Lower Risk/least concern,22680157,0.0
2004,LC,Least Concern,22680157,0.0
2008,LC,Least Concern,22680157,0.0
2009,LC,Least Concern,22680157,0.0
2012,LC,Least Concern,22680157,0.0
1988,LC,Lower Risk/least concern,22680163,0.0
1994,LC,Lower Risk/least concern,22680163,0.0
2000,LC,Lower Risk/least concern,22680163,0.0
2004,LC,Least Concern,22680163,0.0
2008,LC,Least Concern,22680163,0.0
2009,LC,Least Concern,22680163,0.0
2012,LC,Least Concern,22680163,0.0
1988,LC,Lower Risk/least concern,22680229,0.0
1994,LC,Lower Risk/least concern,22680229,0.0
2000,LC,Lower Risk/least concern,22680229,0.0
2004,LC,Least Concern,22680229,0.0
2008,LC,Least Concern,22680229,0.0
2009,LC,Least Concern,22680229,0.0
2012,LC,Least Concern,22680229,0.0
1988,LC,Lower Risk/least concern,22680247,0.0
1994,LC,Lower Risk/least concern,22680247,0.0
2000,LC,Lower Risk/least concern,22680247,0.0
2004,LC,Least Concern,22680247,0.0
2008,LC,Least Concern,22680247,0.0
2009,LC,Least Concern,22680247,0.0
2012,LC,Least Concern,22680247,0.0
1988,LC,Lower Risk/least concern,22680301,0.0
1994,LC,Lower Risk/least concern,22680301,0.0
2000,LC,Lower Risk/least concern,22680301,0.0
2004,LC,Least Concern,22680301,0.0
2008,LC,Least Concern,22680301,0.0
2009,LC,Least Concern,22680301,0.0
2012,LC,Least Concern,22680301,0.0
2013,LC,Least Concern,22680301,0.0
1988,LC,Lower Risk/least concern,22680364,0.0
1994,LC,Lower Risk/least concern,22680364,0.0
2000,LC,Lower Risk/least concern,22680364,0.0
2004,LC,Least Concern,22680364,0.0
2008,LC,Least Concern,22680364,0.0
2009,LC,Least Concern,22680364,0.0
2012,LC,Least Concern,22680364,0.0
1988,LC,Lower Risk/least concern,22680367,0.0
1994,LC,Lower Risk/least concern,22680367,0.0
2000,LC,Lower Risk/least concern,22680367,0.0
2004,LC,Least Concern,22680367,0.0
2008,LC,Least Concern,22680367,0.0
2009,LC,Least Concern,22680367,0.0
2012,LC,Least Concern,22680367,0.0
1988,LC,Lower Risk/least concern,22680398,0.0
1994,LC,Lower Risk/least concern,22680398,0.0
2000,LC,Lower Risk/least concern,22680398,0.0
2004,LC,Least Concern,22680398,0.0
2008,LC,Least Concern,22680398,0.0
2009,LC,Least Concern,22680398,0.0
2012,LC,Least Concern,22680398,0.0
1988,LC,Lower Risk/least concern,22680402,0.0
1994,LC,Lower Risk/least concern,22680402,0.0
2000,LC,Lower Risk/least concern,22680402,0.0
2004,LC,Least Concern,22680402,0.0
2008,LC,Least Concern,22680402,0.0
2009,LC,Least Concern,22680402,0.0
2012,LC,Least Concern,22680402,0.0
1988,LC,Lower Risk/least concern,22680423,0.0
1994,LC,Lower Risk/least concern,22680423,0.0
2000,LC,Lower Risk/least concern,22680423,0.0
2004,LC,Least Concern,22680423,0.0
2008,LC,Least Concern,22680423,0.0
2009,LC,Least Concern,22680423,0.0
2015,LC,Least Concern,22680423,0.0
1988,LC,Lower Risk/least concern,22680441,0.0
1994,LC,Lower Risk/least concern,22680441,0.0
2000,LC,Lower Risk/least concern,22680441,0.0
2004,LC,Least Concern,22680441,0.0
2008,LC,Least Concern,22680441,0.0
2009,LC,Least Concern,22680441,0.0
2012,LC,Least Concern,22680441,0.0
1988,LC,Lower Risk/least concern,22680455,0.0
1994,LC,Lower Risk/least concern,22680455,0.0
2000,LC,Lower Risk/least concern,22680455,0.0
2004,LC,Least Concern,22680455,0.0
2008,LC,Least Concern,22680455,0.0
2009,LC,Least Concern,22680455,0.0
2012,LC,Least Concern,22680455,0.0
1988,LC,Lower Risk/least concern,22680459,0.0
1994,LC,Lower Risk/least concern,22680459,0.0
2000,LC,Lower Risk/least concern,22680459,0.0
2004,LC,Least Concern,22680459,0.0
2008,LC,Least Concern,22680459,0.0
2009,LC,Least Concern,22680459,0.0
2012,LC,Least Concern,22680459,0.0
1988,LC,Lower Risk/least concern,22680462,0.0
1994,LC,Lower Risk/least concern,22680462,0.0
2000,LC,Lower Risk/least concern,22680462,0.0
2004,LC,Least Concern,22680462,0.0
2008,LC,Least Concern,22680462,0.0
2009,LC,Least Concern,22680462,0.0
2012,LC,Least Concern,22680462,0.0
1988,LC,Lower Risk/least concern,22680472,0.0
1994,LC,Lower Risk/least concern,22680472,0.0
2000,LC,Lower Risk/least concern,22680472,0.0
2004,LC,Least Concern,22680472,0.0
2008,LC,Least Concern,22680472,0.0
2009,LC,Least Concern,22680472,0.0
2012,LC,Least Concern,22680472,0.0
1988,LC,Lower Risk/least concern,22680485,0.0
1994,LC,Lower Risk/least concern,22680485,0.0
2000,LC,Lower Risk/least concern,22680485,0.0
2004,LC,Least Concern,22680485,0.0
2008,LC,Least Concern,22680485,0.0
2009,LC,Least Concern,22680485,0.0
2012,LC,Least Concern,22680485,0.0
1988,LC,Lower Risk/least concern,22680492,0.0
1994,LC,Lower Risk/least concern,22680492,0.0
2000,LC,Lower Risk/least concern,22680492,0.0
2004,LC,Least Concern,22680492,0.0
2008,LC,Least Concern,22680492,0.0
2009,LC,Least Concern,22680492,0.0
2012,LC,Least Concern,22680492,0.0
1988,LC,Lower Risk/least concern,22689714,0.0
1994,LC,Lower Risk/least concern,22689714,0.0
2000,LC,Lower Risk/least concern,22689714,0.0
2004,LC,Least Concern,22689714,0.0
2008,LC,Least Concern,22689714,0.0
2009,LC,Least Concern,22689714,0.0
2012,LC,Least Concern,22689714,0.0
1988,LC,Lower Risk/least concern,22693178,0.0
1994,LC,Lower Risk/least concern,22693178,0.0
2000,LC,Lower Risk/least concern,22693178,0.0
2004,LC,Least Concern,22693178,0.0
2008,LC,Least Concern,22693178,0.0
2009,LC,Least Concern,22693178,0.0
2012,LC,Least Concern,22693178,0.0
1988,LC,Lower Risk/least concern,22693195,0.0
1994,LC,Lower Risk/least concern,22693195,0.0
2000,NT,Lower Risk/near threatened,22693195,0.2
2004,NT,Near Threatened,22693195,0.2
2006,NT,Near Threatened,22693195,0.2
2008,LC,Least Concern,22693195,0.0
2009,LC,Least Concern,22693195,0.0
2012,LC,Least Concern,22693195,0.0
1988,LC,Lower Risk/least concern,22693207,0.0
1994,LC,Lower Risk/least concern,22693207,0.0
2000,LC,Lower Risk/least concern,22693207,0.0
2004,LC,Least Concern,22693207,0.0
2008,LC,Least Concern,22693207,0.0
2009,LC,Least Concern,22693207,0.0
2012,LC,Least Concern,22693207,0.0
2015,LC,Least Concern,22693207,0.0
1988,LC,Lower Risk/least concern,22693231,0.0
1994,LC,Lower Risk/least concern,22693231,0.0
2000,LC,Lower Risk/least concern,22693231,0.0
2004,LC,Least Concern,22693231,0.0
2008,LC,Least Concern,22693231,0.0
2009,LC,Least Concern,22693231,0.0
2012,LC,Least Concern,22693231,0.0
1988,LC,Lower Risk/least concern,22693235,0.0
1994,LC,Lower Risk/least concern,22693235,0.0
2000,LC,Lower Risk/least concern,22693235,0.0
2004,LC,Least Concern,22693235,0.0
2008,LC,Least Concern,22693235,0.0
2009,LC,Least Concern,22693235,0.0
2012,LC,Least Concern,22693235,0.0
2014,LC,Least Concern,22693235,0.0
1988,LC,Lower Risk/least concern,22693277,0.0
1994,LC,Lower Risk/least concern,22693277,0.0
2000,LC,Lower Risk/least concern,22693277,0.0
2004,LC,Least Concern,22693277,0.0
2008,LC,Least Concern,22693277,0.0
2009,LC,Least Concern,22693277,0.0
2012,LC,Least Concern,22693277,0.0
1988,LC,Lower Risk/least concern,22693305,0.0
1994,LC,Lower Risk/least concern,22693305,0.0
2000,LC,Lower Risk/least concern,22693305,0.0
2004,LC,Least Concern,22693305,0.0
2008,LC,Least Concern,22693305,0.0
2009,LC,Least Concern,22693305,0.0
2012,LC,Least Concern,22693305,0.0
1988,LC,Lower Risk/least concern,22693341,0.0
1994,LC,Lower Risk/least concern,22693341,0.0
2000,LC,Lower Risk/least concern,22693341,0.0
2004,LC,Least Concern,22693341,0.0
2008,LC,Least Concern,22693341,0.0
2009,LC,Least Concern,22693341,0.0
2012,LC,Least Concern,22693341,0.0
1988,LC,Lower Risk/least concern,22693344,0.0
1994,LC,Lower Risk/least concern,22693344,0.0
2000,LC,Lower Risk/least concern,22693344,0.0
2004,LC,Least Concern,22693344,0.0
2008,LC,Least Concern,22693344,0.0
2009,LC,Least Concern,22693344,0.0
2012,LC,Least Concern,22693344,0.0
1988,LC,Lower Risk/least concern,22693348,0.0
1994,LC,Lower Risk/least concern,22693348,0.0
2000,LC,Lower Risk/least concern,22693348,0.0
2004,LC,Least Concern,22693348,0.0
2008,LC,Least Concern,22693348,0.0
2009,LC,Least Concern,22693348,0.0
2012,LC,Least Concern,22693348,0.0
1988,LC,Lower Risk/least concern,22693356,0.0
1994,LC,Lower Risk/least concern,22693356,0.0
2000,LC,Lower Risk/least concern,22693356,0.0
2004,LC,Least Concern,22693356,0.0
2008,LC,Least Concern,22693356,0.0
2009,LC,Least Concern,22693356,0.0
2012,LC,Least Concern,22693356,0.0
